brand,category,condition,description,posted,price,seller_name,shipping,sold
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"GUC Book Bundle.  Read to Read Level 1 Books.
Dora the Explorer Nick Jr.  - 5 books with Carrying Case, Barbie I can be a horse rider (Step Into Reading Step 1)  & Here comes snow.  Lot of 7 books. Free shipping.  (Media Mail). Discounts on multiple ",05/12/19,$9,This and That shop,Free | from Indiana,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"Lot of five Dr. Seuss books, including Cat in the Hat, Oh the Places You’ll Go, the Foot Book and There’s No Place Like Space!

All in good condition.",05/13/19,$14,AMRuege,Free | from Ohio,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"14 chapter books
Bailey school kids series
Written by Debbie Dadey & Marcia Jones
Each book retails for $3.99
You get all 14 for 1 low price
Great for summer reading",05/12/19,$7,Andrea,$5.25 | 3+ days | from Arizona,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,"New on plastic.  
So cute but ended up using a different milestone book",05/13/19,$15,hstewart21158,Free | from Maryland,SOLD
Simon & Schuster,"Other,Books,Children's books,Simon & Schuster Children's Books",New,5 of the Rush Limbaugh series for kids. In perfect condition and never even cracked.,05/13/19,$40,julsg,Free | 3+ days | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"These are great math readers for Kindergarten, first grade, and second grade. Use them at home or in the classroom. Easy to read and understand, your child is sure to love these books",05/15/19,$9,Katie Jean Norman,Free | from Virginia,SOLD
Carter's,"Other,Books,Children's books,Carter's Children's Books",New,"Carter's Just One Years memory book. Unused. Says ""Sweet Baby Girl"" on the front.",05/15/19,$10,Courtney Hannula,$5.25 | 3+ days | from New Hampshire,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Lot of 6 Junie B Jones Paperbacks by Barbara Park - All Very Good, NO names or marks, Tight bindings, Covers have very minimal wear",05/15/19,$10,boilerbirds,Free | from Indiana,SOLD
American Girl,"Other,Books,Children's books,American Girl Children's Books",Good,"American Girl Kaya 6 book box set. In amazing condition. Like new other than a few small dings in the spines. No other signs in wear or even of them being read! 

Let me know if you have any questions. I am happy to bundle items to give discounts and",05/16/19,$15,AdrianaA,Free | from Washington,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"7 used Junie B Jones books. Still in very good condition.
FREE SHIPPING",05/16/19,$11,michelle123,Free | 3+ days | from Missouri,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"These books are all in excellent condition. 
They are all 8 of them for $25.",05/16/19,$25,Angelina Mahler,Free | 3+ days | from Florida,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"Dr Seuss books set of 6 in good used condition, from a smoke free home books include: green eggs and ham, are you my mother, oh the things you can think, ABC, the cat in the hat, Bernstein B book",05/16/19,$15,kwhite855,Free | from Maine,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Like new,All the pets you can get by dr. Seuss all about our animal friends,05/16/19,$7,ocea,Free | from Michigan,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Good,"The Berenstain Bears Paperback Books
Set of 5",05/16/19,$10,twoarrowsbookclub,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"James Patterson Hardcover Books 
Set of 3",05/17/19,$12,twoarrowsbookclub,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Lot of 20 Magic Tree House books
-5 Research Guides (Mummies, Rags and Riches, Titanic, Rain Forests, Space)
-1 Fact Tracker (Titanic)
-4 hardcover regular series (29,31,36,40)
-11 paperback regular series (18,24,30,33,34,35,37,38,39,41)

All books h",05/17/19,$30,theplugsplug,Free | from New Jersey,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Good,"Ballpark Mysteries Series by David Kelly
Books 1-9 excellent pre-owned condition from smoke free home.",05/17/19,$25,toomuchstuff15,Free | 3+ days | from Texas,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"11 counting books
All books are about numbers and learning to count
Great for your little one to learn numbers
Perfect for a preschool teacher as well",05/16/19,$5,Andrea,$5.25 | 3+ days | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Whatever After Paperback Books 
Set of 3",05/17/19,$8,twoarrowsbookclub,Free | from California,SOLD
Minecraft,"Other,Books,Children's books,Minecraft Children's Books",Like new,"*******RESERVED*******
Very good condition lot of 5 Minecraft books. 

Included: Minecraft Redstone Handbook, Construction Handbook, Combat Handbook, Essential Handbook and the Unofficial Hacks for Minecrafters

Books are from my children’s personal ",05/18/19,$10,BeachyMom,Free | from New Jersey,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"5 Minute Princesses Bedtime Stories gets your littles to sleep and gets you one step closer to bed yourself. CDs have Learning Songs, Playtime Songs, and Cqr Songs.",05/18/19,$12,Rocky Taylor,Free | 3+ days | from Indiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"RL Stein goosebumps Book Lot Of 15
Nice condition with plenty of life left",05/17/19,$24,madvintageappeal,Free | 3+ days | from New Hampshire,SOLD
Uglydoll,"Other,Books,Children's books,Uglydoll Children's Books",Good,"Excellent used condition 4 paperback UglyDoll Ugly Guides 1-4

Books are from my children’s personal collection / *Smoke free home*

Items are carefully packaged for shipping. I love to bundle and combine shipping so feel free to check out my other i",05/19/19,$12,BeachyMom,Free | from New Jersey,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and 1 audio CD called Where's the Big Bad Wolf,05/17/19,$6,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"2 Judy Moody Books, small damage to cover but all pages in tact.",05/18/19,$6,thill84,Free | 3+ days | from Illinois,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Good,"Book numbers,
1,4,6,9,10,11,12,13,15,17,18,20,23,24,25,34,41

Fact checker books
Rome, sea monsters, Leonardo Da Vinci, Dinosaurs, Pirates, dolphins, ghosts, polar bears, Titanic, Twisters",05/19/19,$21,Jenifer Lindstedt,Free | from Michigan,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"GUC Book Bundle. Lot of 6 books
Disney Palace Pets Teacup the pup of Belle 
Disney Princess Delightful Dreams 
Disney Tangled I am Rapunzel 
Strawberry Shortcake baby Playtime for baby Strawberry 
What an angel 
That’s not my pig.  
Retail over $45 n",05/19/19,$8,This and That shop,Free | from Indiana,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"16 book bundle. 
Some are Dr. Seuss’s other are Dr. Seuss Beginner book. All pages intact, No writing in any of them. 
Great Condition
FREE SHIPPING",05/19/19,$24,RevolvingCloset,Free | 3+ days | from Colorado,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"Set of 2 board books for toddlers on poop & tooting manners, saying ""excuse me. Both in excellent like new condition. Great tools for potty training & of course for manners. Both these books are really expensive books, plus shipping is added into my ",05/20/19,$27,Sarahohmygoshh,Free | 3+ days | from Washington,SOLD
Osborne,"Other,Books,Children's books,Osborne Children's Books",Good,Two Usborne Books 1001 Things to Spot hardcover books. 1001 Things to Spot in the Sea and 1001 Things to Spot in Fairyland. Beautifully illustrated! In very good used condition - just a small tear on the corner and spine of one book. Will ship via me,05/20/19,$15,rosegal,Free | from Massachusetts,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and 1 audio CD,05/21/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Sesame Street,"Other,Books,Children's books,Sesame Street Children's Books",Fair,"This is used
-None of the pages are torn but do have some scuff marks on some of the pages that were caused by the pen when my son was playing with it. Please carefully see photos as examples. 
-The pen's battery life has been used up, but you can re",05/20/19,$8,Erica,Free | 3+ days | from Texas,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"LOT OF (4) THE BABYSITTER'S CLUB BOOKS.

1) #26 CLAUDIA AND THE SAD GOODBYE
2) #25  MARYANN AND THE SEARCH FOR TIGGER
3) #16 JESSI'S SECRET LANGUAGE
4) # 50 DAWN'S BIG DOUBLE

ALL (4) BOOKS ARE PAPERBACK AND IN GOOD CONDITION WITH NORMAL WEAR.",05/21/19,$12,Pmcgriff9998,Free | from Kansas,SOLD
Leap Frog,"Other,Books,Children's books,Leap Frog Children's Books",Like new,"Leap frog tag book set. Comes with reader, case, solar system kit, and 16 books.",05/19/19,$36,Jenifer Lindstedt,Free | from Michigan,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Pancakes for Supper,05/21/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Leap Frog,"Other,Books,Children's books,Leap Frog Children's Books",Like new,Five tag reader books by leap frog,05/19/19,$13,Jenifer Lindstedt,Free | from Michigan,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"I Like Myself
Homemade Love 
2 babh board books in great condition. Add more by picking a board box bundle on my page.",05/21/19,$7,Becca's Bookshelf,Free | from Oregon,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"If You Give a Pig A Pancake 
If You Give a Pig a Party-audio cd included 
If you Give a Mouse a Cookie 
All paperback in great condition.",05/21/19,$9,Becca's Bookshelf,Free | from Oregon,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Fair,"Great books ,your child will love them,I will send extra kids books as well",05/21/19,$14,malgosia13,$11.50 | 3+ days | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,3 paperback picture books and 1 audio CD called Even Monsters Need Haircuts,05/22/19,$8,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Alexander and the Terrible, Horrible, No Good, Very Bad Book by Judith Viorst
Pre-K, Kindergarten, 1st Grade Level 
Good Condition 
Please Remember these Books are Used Books and are not sparking New 
Please Note I do ship all Books by Media mail and",05/22/19,$5,TaraMae1981,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Wake Up Groundhog!,05/22/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Don't Wake Up the Bear!,05/22/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Osborne,"Other,Books,Children's books,Osborne Children's Books",Like new,"Usborne Greek Myths Miniature Editions Hardback Book 
Great Condition 
Please Remember these Books are Used Books and are not sparking New 
♤
Greek myths are wonderful stories, full of brave heroes, terrifying monsters, powerful gods and goddesses, b",05/22/19,$6,TaraMae1981,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Jingle Bells.,05/22/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Easter Mice,05/22/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,"Smoke free home
Will combine shipping with other items",05/23/19,$5,nicole,$5.25 | 3+ days | from Florida,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"(6) Dr. Suess books:
- The Foot Book (Collector's Edition) hardcover
- The Sleep Book  hardcover
- Did I Ever Tell You How Lucky You Are? 
  paperback. Part of book and cassette
  package. Book only
- I Can Read With My Eyes Shut. hardcover
- Green E",05/22/19,$18,PamD90745,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"4  Children’s Book Preowned condition as pictured
The Haunted Ghoul Bus Scholastic Lisa Trumbauer
The Halloween Play Felicia Bond
Spider School Scholastic Francesca Simon
The Simpsons Treehouse of Horror Dead Mans Jest (fair condition)",05/23/19,$8,GiveMeLondon,Free | from Maryland,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,Some books are new condition and some are vintage! Some show wear and others do not..overall they are in good used condition! No pages torn or stains. Comes from a smoke free home!,05/23/19,$15,Bright4,$5.25 | 3+ days | from Alabama,SOLD
National Geographic,"Other,Books,Children's books,National Geographic Children's Books",Good,"Lot of 5 National Geographic vintage 1980’s
Pop up action books
Playful pandas
Animals showing off
Dinosaur babies
Creatures of the desert
Hide and seek 
All in good condition with plenty of life left",05/23/19,$17,madvintageappeal,$9.90 | 3+ days | from New Hampshire,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Slugs in Love,05/22/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called The Amazing Turkey Rescue.,05/23/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"Bundle of 12 dr Seuss books
Childrens books
Kids books 
Pre school, kindergarten, 1st grade, 2nd grade
In great  condition",05/23/19,$21,Rocking R,Free | from Hawaii,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Snakes!,05/23/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture shows and 1 audio CD called The Valentine Express.,05/22/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Don't Take Your Snake for a Stroll,05/23/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called Finklehopper Frog.,05/23/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Huge lot of kids books
Kindergarten, 1st grade, 2nd grade 
Ages 4 to 8
Mostly of these books are level 2
56 pcs
I'm positive  your kid will love and enjoy all these books",05/23/19,$42,Rocking R,Free | from Hawaii,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Huge lot of kids books 
Bundle of 56 pcs
Level 1
Great for preschool, kindergarten and 1st grade
In great condition",05/23/19,$39,Rocking R,Free | from Hawaii,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"2 paperback picture books and one audio CD called Animal Strike at the Zoo, It's True",05/23/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,3 paperback picture books and one audio CD called Skippyjon Jones in Mummy Trouble,05/23/19,$8,Shannon Ayrish Booys,Free | from Florida,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,"Excellent used condition 
 
Infant/Toddler mirror books 

Disney It’s A Small World Guess Who! 
Disney Baby Look At Me!",05/24/19,$7,allinthefamily,Free | 3+ days | from Georgia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,3 pinkalicious and 1 Disney princess step one(beginner) learn to read paperback books- all in good condition,05/24/19,$7,hkkulla,Free | from Minnesota,SOLD
Spin Master,"Other,Books,Children's books,Spin Master Children's Books",New,"New, never opened or used. Includes projector with Disney Mickey Mouse, and 3 separate ""books""",05/24/19,$33,dananva,Free | 2+ days | from Virginia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Hardcover-
The seven silly eaters- great condition
 


Paperback-
The last day of kindergarten- good condition
Snowy day 
Biggest Valentine",05/24/19,$7,hkkulla,Free | from Minnesota,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called The Lamb Who Came for Dinner,05/23/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"Dr. Suess + Sesame St. Sing Along Books Bundle:
Books include:
The Cat in the Hat
Are you my mother?
Dr. Seuss’s ABC 
Sing with Elmo
Let’s Sing. 
Also includes portable music add on that can be attached to either sing along book. 
In good condition!
",05/24/19,$5,CynCakes,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Rob Elliot Kids Joke Books- Set Of 3

All are in good condition",05/24/19,$9,hkkulla,Free | from Minnesota,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Like new,The Giving Tree Book Only,05/25/19,$6,Educationalmall’s,$4.25 | 3+ days | from Georgia,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Good,Books 1-8 and the Abraham Lincoln fact tracker. All in lightly used condition.,05/25/19,$14,Meredith Michael Off,Free | from New Jersey,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD called The Luckiest Leprechaun,05/25/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"Huge lot of 86 different classic children's chapter books. Some of the titles included are Beverly Cleary Ralph's Mouse, there's an orangutan in my bathtub, the secret agent and other Spy Kids, Stuart goes to school, Wild at Heart time to fly, Nancy ",05/25/19,$27,education express,Free | from Arizona,SOLD
Osborne,"Other,Books,Children's books,Osborne Children's Books",Like new,"Like new!  Paperback Usborne DRAWING FACES art book.

Looking for more books?  I have TONS!  Message me or check out my inventory for more.

Thank you!",05/26/19,$6,jessicamoris3,Free | from Pennsylvania,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"I have Kids 46 books that I want to sell as a set. I can show more pictures since this only allow me show 8 pictures. 
Here’s list of books: 

Puppy Pirates (4 books)
Magic Puppy
The Dog who saved Christmas
Rainbow magic (5 books)
Sparkle Spa
Puppy P",05/26/19,$50,Xomariexo,Free | from South Dakota,SOLD
Osborne,"Other,Books,Children's books,Osborne Children's Books",Like new,"Lot of 4 Usborne Books 
Great Condition 
Please Remember these Books are Used Books and are not sparking New 
Titles are Below:
The Usborne Book of Inventors 
The Usborne Book of Pop-Ups 
The Usborne First Encyclopedia of Science Book
The Usborne Boo",05/26/19,$11,TaraMae1981,Free | from Florida,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Bundle of 8 Disney Little Golden Books. All in good condition with all pages intact. May have a sticker on back of book. Binding on the Lion King book is damaged some. Free shipping by media mail.

Books included are:

- Bambi & the Butterfly, 1st ed",05/26/19,$11,Snazzy Thangs,Free | from South Carolina,SOLD
Dreamworks Animation,"Other,Books,Children's books,Dreamworks Animation Children's Books",New,New Book. Spirit Riding free.  The Adventure Begins. Dreamworks. Hardcover. By Suzanne Selfors.,05/26/19,$7,This and That shop,Free | from Indiana,SOLD
Aladdin,"Other,Books,Children's books,Aladdin Children's Books",Like new,"Dork Diaries Tales from A-NOT- SO-HAPPY HEARTBREAKER #1 Book. By Rachel Renee Russell-HardBack Book- 
■PRICE IS FIRM ITS FREE SHIPPING■
Finally A book for Girls Only, and Teens! 
This Book is in Excellent Condition 
Please Remember these Books are Us",05/26/19,$6,TaraMae1981,Free | from Florida,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Fair,"This listing is for a lot of 4 Vintage Disney books:

Peter Pan and Wendy
Mad Hatter’s Tea Party Alice in Wonderland
Bambi Friends of the Forest
Three Little Pigs

These books are old and show some wear from age. 

Please message me with any question",05/27/19,$11,RoxStar,Free | from California,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,"Disney E-Reader 
Comes with E-Reader and 8 books
Toy Story 3
Mickey Mouse Cub
Cars
Walle
Up
The Incredibles
Tangled 
Monster Inc
Shipped with USPS Media Mail.
Please Note Color May Differ Slightly From The Color Shown In The Photos Due To Lighting. 
",05/27/19,$20,Stuff-and-Fluff,Free | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,You are purchasing 30 brand new children's books.  All the books are in new condition with only minor wear due to storage.  The majority of books are children's books range from a 3rd grade level to a 6th grade level.  The photo is the actual box of ,05/27/19,$16,Eschurley,Free | from Nevada,SOLD
Nickelodeon,"Other,Books,Children's books,Nickelodeon Children's Books",Like new,"Dora the Explorer Set 1-11 but missing number 7. GUC, smoke free home.",05/27/19,$5,BethieBos,Free | from Indiana,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Good,Perfect for elementary school readers,05/27/19,$9,Kapgill01,Free | from Alabama,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,4 SCHOLASTIC BOB BOOKS AND CARDS SETS ALL IN LIKE NEW CONDITION.,05/27/19,$28,Ran,$9.90 | 3+ days | from Virginia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,You are purchasing 30 brand new children's books.  All the books are in new condition with only minor wear due to storage.  The majority of books are children's books range from a 3rd grade level to a 6th grade level.  The photo is the actual box of ,05/27/19,$16,Eschurley,Free | from Nevada,SOLD
Winnie The Pooh,"Other,Books,Children's books,Winnie The Pooh Children's Books",Fair,Vintage Winnie the Pooh book By AA Milane. Copyrighted In 1926. Slight damage to the spine and some writing on the cover (See pictures) but the book is intact,05/27/19,$14,Markiemarkp,$4.25 | 3+ days | from Connecticut,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Little golden books
Good used xondition
 No writing
May show minor signs of wear",05/28/19,$12,yellowbookroad,Free | from Colorado,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"6 hardback books total in lightly used to good condition. 
Go Dog Go
One fish Two Fish
In a People House
ABC
Name is written on front cover of Are You My Mother
Some wear on corners as pictured.
Expect a name written inside or a sticker, no major fla",05/28/19,$13,Becca's Bookshelf,Free | from Oregon,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Disney books
Good used condition
 No writing
May show minor signs of wear",05/28/19,$12,yellowbookroad,Free | from Colorado,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,29 children's picture story books. Includes all books pictured. Books are in good to like new condition.,05/28/19,$25,education express,Free | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Fancy nancy books
Good used condition
 No writing
May show minor signs of wear",05/28/19,$8,yellowbookroad,Free | from Colorado,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Good,Dr Seuss Lot Of books.,05/28/19,$23,Chris Maskovich,$5.25 | 3+ days | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"This bundle includes 1-8 of the Captain Underpants series and one activity book: 

1: “The Adventures of Captain Underpants” 

2: “Captain Underpants and the Attack of the Talking Toilet”

3: “Captain Underpants and the Invasion of the Incredibly Nau",05/28/19,$20,WheretheSidewalkEnds,Free | from Oregon,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Lot of 8 Baileys School Kids Scholastic
Children Novel Books
Original Owner Good Condition Minor exterior flaws
The Adventures Of The Bailey School Kids
Debbie Dadey Marcia Thornton Jones",05/29/19,$6,Eric Borden,$9.90 | 3+ days | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"8 baby / toddler board books in VERY GOOD to LIKE NEW condition!  One is autographed (see below).

Includes:
- GIRAFFES CAN’T DANCE
- PEEK-A-BABY by Karen Katz
- GOOD NIGHT, I LOVE YOU (autographed!)
- WE’RE GOING ON A BEAR HUNT
- DINOSAURUMPUS
- I L",05/29/19,$19,jessicamoris3,Free | from Pennsylvania,SOLD
Nickelodeon,"Other,Books,Children's books,Nickelodeon Children's Books",Good,"Two large Hardcover 
One small Hardcover 
Three Softcover 
Six Ready to Read storybooks in a easy to carry case handled case. 

All in excellent condition.",05/29/19,$23,mommystoo,Free | from Texas,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Like new,"13 Dr. Seuss books, 1 Beginner fun book, and 19 stickers all brand new! Please check pictures before purchasing.",05/29/19,$23,Nicole Honore,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"Lot of five The Littles books by John Peterson

These are used, preowned books. They show aging and discoloration as seen in last picture

Lot includes:
The Littles and the Big Storm
The Littles Take a Trip
The Littles and Their Amazing New Friend
Th",05/29/19,$9,LuckyInLove,Free | from Texas,SOLD
Hallmark,"Other,Books,Children's books,Hallmark Children's Books",Like new,Hallmark Disney Winnie The Pooh's Plan Bee Recordable Storybook. In great condition!,05/29/19,$15,Kcasey46,Free | from Illinois,SOLD
Hello Kitty,"Other,Books,Children's books,Hello Kitty Children's Books",Good,"6 hello kitty books 

Thanks for checking out my items, message me for bundles or any questions!",05/29/19,$9,deborahmitchell06,Free | from Tennessee,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"22 books for kids elementary school aged 
All sorts of books for boys and girls
Classics like I love you forever by Robert munsch and vintage Madeline
Smoke free and pet free been in storage box",05/30/19,$12,Deals N Stealz,Free | from California,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Like new,"Book
Dr suess
A free book with ordering",05/30/19,$20,bestdeal,Free | 2+ days | from Michigan,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Good,"This bundle includes four Pete the Cat books by James Dean: 

“Pete the Cat and His Four Groovy Buttons” 
©️ 2012
(hardcover) 

“Pete the Cat: Rocking in My School Shoes” 
©️ 2012
(paperback) 

“Pete the Cat: I Love My White Shoes” 
©️ 2011
(paperbac",05/30/19,$14,WheretheSidewalkEnds,Free | from Oregon,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"This is a lot of 13 Flat Stanley Books & character
13 books - some are beginning reader chapter books and some are level 2 easy readers
Flat Stanley is a boy who becomes flat and he is mailed around the world on adventures. 
Great books to read while",05/30/19,$5,Andrea,$5.25 | 3+ days | from Arizona,SOLD
Winnie The Pooh,"Other,Books,Children's books,Winnie The Pooh Children's Books",New,Brand new (still in protective plastic cover) baby memory book. For recording special baby memories. Winnie the Pooh by Disney themed. Unisex.,05/28/19,$10,Brownie317,$5.25 | 3+ days | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"This is a lot of 10 Clifford stories and a Clifford puppet
Great for summer reading
Perfect for librarian or teacher",05/30/19,$5,Andrea,$5.25 | 3+ days | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"One book has crease wear as photographed.  Clean copies inside.  Perfect binding.  Smoke free home and next day ship 
I am firm on my price.  No offers please.",05/30/19,$8,vvhoy,Free | from New Jersey,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"These are ALL Disney Themed Board Books

Condition:
These books are in good to very good condition.
None of the use effects their readability, nor or any of them falling apart.
My goal is to sell only books that can be enjoyed many more times.
They a",05/30/19,$29,bgymnast,Free | from Virginia,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"7 hardcover books by Dr Seuss for kids, see pictures for titles. USED condition, also see pics",05/30/19,$12,stylemeclassy,$5.25 | 3+ days | from Tennessee,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,Used but in great shape! Had from the 1990s.,05/30/19,$8,Lindsay Grabowski,Free | 3+ days | from Missouri,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Fair,"Vguc Disney Bedtime Favorites Collection
Has some wear on the corners 
Smoke free home",05/31/19,$9,ThisAndThat,Free | from Oregon,SOLD
